reviews,lemmas,lemmas,aspectCategory
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,"['cover', 'entre', 'assort', 'vegetarian', 'wintermelon', 'fresh', 'abbi', 'veget', 'actual', 'quit', 'surpris', 'treasur', 'mushroom', 'one', 'delici']","['cover', 'entre', 'assort', 'vegetarian', 'wintermelon', 'fresh', 'abbi', 'veget', 'actual', 'quit', 'surpris', 'treasur', 'mushroom', 'one', 'delici']",food
"At 5 dumplings for $1, you just cannot go wrong.","['wrong', 'go', 'cannot', 'dumpl']","['wrong', 'go', 'cannot', 'dumpl']",price
But the pizza is way to expensive.,"['pizza', 'expens', 'way']","['pizza', 'expens', 'way']",price
"And the staff is also young, energeic and hot!!!!","['staff', 'hot', 'also', 'young', 'energ']","['staff', 'hot', 'also', 'young', 'energ']",service
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.","['french', 'overcook', 'poivr', 'cook', 'even', 'death', 'classic', 'without', 'better', 'like', 'steak', 'burn', 'onglet', 'au', 'know']","['french', 'overcook', 'poivr', 'cook', 'even', 'death', 'classic', 'without', 'better', 'like', 'steak', 'burn', 'onglet', 'au', 'know']",food
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.","['decent', 'would', 'smooth', 'place', 'servic', 'reput', 'price', 'expect']","['decent', 'would', 'smooth', 'place', 'servic', 'reput', 'price', 'expect']",service
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,"['nyc', 'visit', 'napl', 'month', 'meal', 'ago', 'wonder']","['nyc', 'visit', 'napl', 'month', 'meal', 'ago', 'wonder']",food
Good drink.,"['good', 'drink']","['good', 'drink']",food
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.","['nonsens', 'bathroom', 'dumpl', 'funki', 'servic', 'food', 'clean', 'curri', 'spinach', 'massamman', 'corn', 'friendli', 'great']","['nonsens', 'bathroom', 'dumpl', 'funki', 'servic', 'food', 'clean', 'curri', 'spinach', 'massamman', 'corn', 'friendli', 'great']",food
Was there Friday night.,"['night', 'friday']","['night', 'friday']",anecdotes/miscellaneous
We had a girls' night dinner here for restaurant week.,"['night', 'dinner', 'girl', 'week', 'restaur']","['night', 'dinner', 'girl', 'week', 'restaur']",anecdotes/miscellaneous
Romantic if you want it to be (brightly lit).,"['light', 'want', 'brightli', 'romant']","['light', 'want', 'brightli', 'romant']",ambience
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.","['london', 'howev', 'work', 'larg', 'long', 'ceil', 'notic', 'dinner', 'ago', 'waterbug', 'colleagu']","['london', 'howev', 'work', 'larg', 'long', 'ceil', 'notic', 'dinner', 'ago', 'waterbug', 'colleagu']",anecdotes/miscellaneous
I recommend it!,['recommend'],['recommend'],anecdotes/miscellaneous
I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,"['ny', 'hook', 'come', 'take', 'new', 'peep', 'everi', 'guest', 'well', 'onto', 'practic', 'yorker', 'visit']","['ny', 'hook', 'come', 'take', 'new', 'peep', 'everi', 'guest', 'well', 'onto', 'practic', 'yorker', 'visit']",anecdotes/miscellaneous
enough said!,"['say', 'enough']","['say', 'enough']",anecdotes/miscellaneous
I don't live in NY but my best friend does.,"['best', 'live', 'ny', 'friend']","['best', 'live', 'ny', 'friend']",anecdotes/miscellaneous
My chow fun and chow see was really bland and oily.,"['oili', 'bland', 'see', 'chow', 'fun', 'realli']","['oili', 'bland', 'see', 'chow', 'fun', 'realli']",food
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!","['night', 'make', 'view', 'best', 'though', 'tabl', 'reserv', 'seat', 'dinnerbrok', 'pm', 'one', 'even']","['night', 'make', 'view', 'best', 'though', 'tabl', 'reserv', 'seat', 'dinnerbrok', 'pm', 'one', 'even']",anecdotes/miscellaneous
"we did notice however, that some tables had what looked like pita instead of naan.","['howev', 'instead', 'tabl', 'naan', 'like', 'notic', 'look', 'pita']","['howev', 'instead', 'tabl', 'naan', 'like', 'notic', 'look', 'pita']",service
"I didn't take a look at the rest menu, but the oysters were fantastic.","['fantast', 'oyster', 'take', 'rest', 'look', 'menu']","['fantast', 'oyster', 'take', 'rest', 'look', 'menu']",food
After the review I treked into Brooklyn.,"['brooklyn', 'review', 'trek']","['brooklyn', 'review', 'trek']",anecdotes/miscellaneous
The grilled cheese at home afterwards was better.!!,"['afterward', 'home', 'better', 'grill', 'chees']","['afterward', 'home', 'better', 'grill', 'chees']",food
We were pleasantly greeted.,"['greet', 'pleasantli']","['greet', 'pleasantli']",service
The red sliding doors may be unique but they do not block off the cold air from the outside.,"['block', 'slide', 'red', 'air', 'uniqu', 'door', 'cold', 'outsid', 'may']","['block', 'slide', 'red', 'air', 'uniqu', 'door', 'cold', 'outsid', 'may']",ambience
"Great service, great food.","['servic', 'food', 'great']","['servic', 'food', 'great']",food
"The food is expensive, but worth every bite.","['expens', 'bite', 'food', 'everi', 'worth']","['expens', 'bite', 'food', 'everi', 'worth']",price
"sometimes i get bad food and bad service, sometimes i get good good and bad service.","['bad', 'get', 'sometim', 'servic', 'food', 'good']","['bad', 'get', 'sometim', 'servic', 'food', 'good']",food
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,"['waitress', 'come', 'check', 'seat', 'final', 'order', 'twice']","['waitress', 'come', 'check', 'seat', 'final', 'order', 'twice']",service
In summer-eat outside on a terrace (another great feature of Suan)!!!,"['terrac', 'anoth', 'eat', 'summer', 'suan', 'outsid', 'featur', 'great']","['terrac', 'anoth', 'eat', 'summer', 'suan', 'outsid', 'featur', 'great']",ambience
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...","['hang', 'ny', 'cool', 'bar', 'eat', 'peopl', 'get', 'food', 'restaur', 'perfect', 'design', 'pink', 'lot', 'style', 'drink', 'look', 'awsom', 'good', 'life']","['hang', 'ny', 'cool', 'bar', 'eat', 'peopl', 'get', 'food', 'restaur', 'perfect', 'design', 'pink', 'lot', 'style', 'drink', 'look', 'awsom', 'good', 'life']",food
"Recommendations, of course, are required!","['requir', 'recommend', 'cours']","['requir', 'recommend', 'cours']",anecdotes/miscellaneous
We did have to wait at the bar for approx.,"['approx', 'bar', 'wait']","['approx', 'bar', 'wait']",service
You fellas above says its the best Taiwanese restaurant in town.,"['taiwanes', 'fella', 'best', 'town', 'say', 'restaur']","['taiwanes', 'fella', 'best', 'town', 'say', 'restaur']",anecdotes/miscellaneous
"Yeah, it's that good.","['good', 'yeah']","['good', 'yeah']",anecdotes/miscellaneous
"If you love seafood, you would love this place!","['would', 'love', 'seafood', 'place']","['would', 'love', 'seafood', 'place']",food
"Good, fast service.","['servic', 'good', 'fast']","['servic', 'good', 'fast']",service
Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,"['indian', 'dakshin', 'afford', 'east', 'tasti', 'upper', 'side', 'one', 'restaur']","['indian', 'dakshin', 'afford', 'east', 'tasti', 'upper', 'side', 'one', 'restaur']",food
They charge different prices all the time.,"['time', 'charg', 'differ', 'price']","['time', 'charg', 'differ', 'price']",price
"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.","['slightli', 'beauti', 'dine', 'bland', 'deceiv', 'outsid', 'insid', 'thalia']","['slightli', 'beauti', 'dine', 'bland', 'deceiv', 'outsid', 'insid', 'thalia']",ambience
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.","['compar', 'th', 'overpric', 'suan', 'servic', 'pongsri', 'love', 'slow']","['compar', 'th', 'overpric', 'suan', 'servic', 'pongsri', 'love', 'slow']",anecdotes/miscellaneous
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.","['night', 'summer', 'friend', 'new', 'artisan', 'experi', 'last', 'amaz', 'chees', 'menu', 'delici']","['night', 'summer', 'friend', 'new', 'artisan', 'experi', 'last', 'amaz', 'chees', 'menu', 'delici']",food
"I am so coming back here again, as much as I can.","['much', 'come', 'back']","['much', 'come', 'back']",anecdotes/miscellaneous
I have been going back again and again.,"['go', 'back']","['go', 'back']",anecdotes/miscellaneous
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.","['lead', 'charmingli', 'extrem', 'romant', 'cozi', 'atmosher', 'small', 'even']","['lead', 'charmingli', 'extrem', 'romant', 'cozi', 'atmosher', 'small', 'even']",ambience
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,"['cuisin', 'obviou', 'japanes', 'experi', 'idea', 'one', 'restaur']","['cuisin', 'obviou', 'japanes', 'experi', 'idea', 'one', 'restaur']",food
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.","['limit', 'sever', 'appet', 'food', 'special', 'term', 'noth']","['limit', 'sever', 'appet', 'food', 'special', 'term', 'noth']",food
Love the Jazz bands on Fri and Sat.,"['jazz', 'love', 'sit', 'band', 'fri']","['jazz', 'love', 'sit', 'band', 'fri']",ambience
"Overall, excellent restaurant!","['excel', 'overal', 'restaur']","['excel', 'overal', 'restaur']",anecdotes/miscellaneous
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.","['phone', 'minut', 'readi', 'begin', 'tabl', 'offer', 'cell', 'leav', 'call', 'us', 'tell', 'start', 'host', 'wait']","['phone', 'minut', 'readi', 'begin', 'tabl', 'offer', 'cell', 'leav', 'call', 'us', 'tell', 'start', 'host', 'wait']",service
The servers give you some sample slices of your order while you wait (shortly I might add).,"['shortli', 'add', 'slice', 'might', 'give', 'server', 'sampl', 'order', 'wait']","['shortli', 'add', 'slice', 'might', 'give', 'server', 'sampl', 'order', 'wait']",service
The service was ok.,"['servic', 'ok']","['servic', 'ok']",service
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.","['thing', 'everi', 'repli', 'need', 'restaur', 'dish', 'mcdonald', 'downright', 'comparison', 'uncourt', 'rude', 'make', 'place', 'thai', 'certain', 'ask', 'prepar', 'inde', 'understand', 'custom', 'similar', 'differ']","['thing', 'everi', 'repli', 'need', 'restaur', 'dish', 'mcdonald', 'downright', 'comparison', 'uncourt', 'rude', 'make', 'place', 'thai', 'certain', 'ask', 'prepar', 'inde', 'understand', 'custom', 'similar', 'differ']",service
I ate here for the first time and absolutely loved it!,"['eat', 'time', 'first', 'absolut', 'love']","['eat', 'time', 'first', 'absolut', 'love']",anecdotes/miscellaneous
"Don't expect to sit down inside though, there are only a few tables and they are always full.","['though', 'alway', 'full', 'tabl', 'sit', 'insid', 'expect']","['though', 'alway', 'full', 'tabl', 'sit', 'insid', 'expect']",ambience
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!","['relax', 'ambianc', 'accomod', 'excit', 'world', 'staff', 'food', 'yet']","['relax', 'ambianc', 'accomod', 'excit', 'world', 'staff', 'food', 'yet']",food
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","['husband', 'notch', 'servic', 'food', 'special', 'top', 'steak', 'halibut', 'delici']","['husband', 'notch', 'servic', 'food', 'special', 'top', 'steak', 'halibut', 'delici']",food
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,"['manag', 'lack', 'sophist', 'could', 'bill', 'group', 'anyth', 'show', 'claim', 'entir', 'us', 'compens']","['manag', 'lack', 'sophist', 'could', 'bill', 'group', 'anyth', 'show', 'claim', 'entir', 'us', 'compens']",service
This is by far my favorite place in the neighborhood.,"['neighborhood', 'favorit', 'far', 'place']","['neighborhood', 'favorit', 'far', 'place']",anecdotes/miscellaneous
But too far east!,"['east', 'far']","['east', 'far']",anecdotes/miscellaneous
Satisfying.,['satisfi'],['satisfi'],anecdotes/miscellaneous
Highly Highly Highly recommended!,"['recommend', 'highli']","['recommend', 'highli']",anecdotes/miscellaneous
it's the only place you can get yummy authentic japanese comfort food.,"['place', 'get', 'japanes', 'comfort', 'food', 'yummi', 'authent']","['place', 'get', 'japanes', 'comfort', 'food', 'yummi', 'authent']",food
We took advanatage of the half price sushi deal on saturday so it was well worth it.,"['take', 'sushi', 'advanatag', 'price', 'deal', 'well', 'worth', 'half', 'saturday']","['take', 'sushi', 'advanatag', 'price', 'deal', 'well', 'worth', 'half', 'saturday']",price
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,"['night', 'come', 'despit', 'minut', 'right', 'seat', 'reserv', 'saturday', 'crowd', 'late', 'away']","['night', 'come', 'despit', 'minut', 'right', 'seat', 'reserv', 'saturday', 'crowd', 'late', 'away']",service
"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.","['cool', 'could', 'enough', 'villag', 'place', 'french', 'east', 'make', 'feel', 'back', 'pari', 'like', 'bistro', 'alley']","['cool', 'could', 'enough', 'villag', 'place', 'french', 'east', 'make', 'feel', 'back', 'pari', 'like', 'bistro', 'alley']",ambience
We were fast to order the appetizer platter since we were very hungry.,"['platter', 'hungri', 'appet', 'fast', 'sinc', 'order']","['platter', 'hungri', 'appet', 'fast', 'sinc', 'order']",anecdotes/miscellaneous
"The staff are attentive, and have smiles on their faces.","['smile', 'face', 'attent', 'staff']","['smile', 'face', 'attent', 'staff']",service
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,"['area', 'best', 'tri', 'state', 'shabu', 'restaur']","['area', 'best', 'tri', 'state', 'shabu', 'restaur']",food
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.","['relax', 'plenti', 'busi', 'place', 'cod', 'midtown', 'comfort', 'attitud', 'dress', 'alway', 'great', 'companionship']","['relax', 'plenti', 'busi', 'place', 'cod', 'midtown', 'comfort', 'attitud', 'dress', 'alway', 'great', 'companionship']",ambience
"Largest and freshest pieces of sushi, and delicious!","['freshest', 'sushi', 'piec', 'largest', 'delici']","['freshest', 'sushi', 'piec', 'largest', 'delici']",food
Even the pasta is delicious here (a rarity in New York pizza restaurants).,"['pasta', 'york', 'pizza', 'new', 'even', 'restaur', 'rariti', 'delici']","['pasta', 'york', 'pizza', 'new', 'even', 'restaur', 'rariti', 'delici']",food
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.","['dumpl', 'appet', 'choic', 'lot', 'section', 'look', 'menu']","['dumpl', 'appet', 'choic', 'lot', 'section', 'look', 'menu']",food
"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.","['arteri', 'jewish', 'poorli', 'peopl', 'run', 'food', 'turn', 'aw', 'mayb', 'like', 'promis', 'clog', 'deli', 'look', 'say']","['arteri', 'jewish', 'poorli', 'peopl', 'run', 'food', 'turn', 'aw', 'mayb', 'like', 'promis', 'clog', 'deli', 'look', 'say']",anecdotes/miscellaneous
After my 3rd time the manager remembered me and treated me like an usual customer.,"['manag', 'rd', 'time', 'treat', 'usual', 'rememb', 'like', 'custom']","['manag', 'rd', 'time', 'treat', 'usual', 'rememb', 'like', 'custom']",service
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,"['expressway', 'welcom', 'strip', 'greatli', 'place', 'littl', 'cemeteri', 'prospect', 'wasteland', 'like', 'call', 'desol', 'sliv', 'greenwood']","['expressway', 'welcom', 'strip', 'greatli', 'place', 'littl', 'cemeteri', 'prospect', 'wasteland', 'like', 'call', 'desol', 'sliv', 'greenwood']",anecdotes/miscellaneous
now if they could only get a toaster.,"['get', 'could', 'toaster']","['get', 'could', 'toaster']",anecdotes/miscellaneous
You will find yourself returning quite often.,"['often', 'quit', 'return', 'find']","['often', 'quit', 'return', 'find']",anecdotes/miscellaneous
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.","['newcom', 'check', 'brick', 'make', 'regular', 'pizza', 'grow', 'zucchini', 'legion', 'neapolitan', 'lightli', 'blossom', 'visit', 'open', 'oven', 'fri', 'authent']","['newcom', 'check', 'brick', 'make', 'regular', 'pizza', 'grow', 'zucchini', 'legion', 'neapolitan', 'lightli', 'blossom', 'visit', 'open', 'oven', 'fri', 'authent']",service
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"['blantent', 'busi', 'staff', 'best', 'unappreci', 'pie', 'uw', 'wait']","['blantent', 'busi', 'staff', 'best', 'unappreci', 'pie', 'uw', 'wait']",food
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.","['joe', 'occasion', 'slice', 'oili', 'tast', 'crispier', 'fresher', 'ingredi', 'crust', 'like', 'thinner', 'never', 'less', 'burn']","['joe', 'occasion', 'slice', 'oili', 'tast', 'crispier', 'fresher', 'ingredi', 'crust', 'like', 'thinner', 'never', 'less', 'burn']",food
Fish is so very fresh.,"['fish', 'fresh']","['fish', 'fresh']",food
The prices were CHEAP compared to the quality of service and food.,"['qualiti', 'compar', 'servic', 'food', 'price', 'cheap']","['qualiti', 'compar', 'servic', 'food', 'price', 'cheap']",price
Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,"['want', 'place', 'neighborhood', 'bother', 'go', 'better', 'alreadi', 'farther']","['want', 'place', 'neighborhood', 'bother', 'go', 'better', 'alreadi', 'farther']",anecdotes/miscellaneous
"Top spot in town for Vietnamese classics, better than places that cost a lot more.","['cost', 'place', 'top', 'classic', 'better', 'lot', 'vietnames', 'spot', 'town']","['cost', 'place', 'top', 'classic', 'better', 'lot', 'vietnames', 'spot', 'town']",food
less wait time for me!,"['time', 'wait', 'less']","['time', 'wait', 'less']",service
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","['relax', 'perfect', 'quiet', 'afternoon', 'accompani', 'theater', 'delici']","['relax', 'perfect', 'quiet', 'afternoon', 'accompani', 'theater', 'delici']",food
"The decor is really blah, and not at all hip or happening.","['decor', 'hip', 'happen', 'blah', 'realli']","['decor', 'hip', 'happen', 'blah', 'realli']",ambience
"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.","['fish', 'u', 'tank', 'enter', 'instantli', 'put', 'discov', 'qualm', 'ping', 'walk', 'internet', 'eas', 'greet']","['fish', 'u', 'tank', 'enter', 'instantli', 'put', 'discov', 'qualm', 'ping', 'walk', 'internet', 'eas', 'greet']",anecdotes/miscellaneous
You cannot go wrong at the Red Eye Grill.,"['cannot', 'eye', 'red', 'wrong', 'go', 'grill']","['cannot', 'eye', 'red', 'wrong', 'go', 'grill']",anecdotes/miscellaneous
It appears to be the owner's first venture and it shows.,"['appear', 'first', 'owner', 'show', 'ventur']","['appear', 'first', 'owner', 'show', 'ventur']",anecdotes/miscellaneous
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.","['receipi', 'come', 'pizza', 'fornino', 'owner', 'say', 'almost', 'asham', 'famili', 'pizzeria', 'blow', 'away']","['receipi', 'come', 'pizza', 'fornino', 'owner', 'say', 'almost', 'asham', 'famili', 'pizzeria', 'blow', 'away']",food
I go twice a month!,"['month', 'go', 'twice']","['month', 'go', 'twice']",anecdotes/miscellaneous
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,"['noodl', 'dish', 'beef', 'thai', 'get', 'soup', 'section', 'order', 'menu', 'noth']","['noodl', 'dish', 'beef', 'thai', 'get', 'soup', 'section', 'order', 'menu', 'noth']",food
They have a huge selection of different cream cheeses and all of their salads are great.,"['salad', 'select', 'huge', 'cream', 'chees', 'differ', 'great']","['salad', 'select', 'huge', 'cream', 'chees', 'differ', 'great']",food
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,"['sandwich', 'spaghetti', 'lobster', 'scallop', 'shrimp', 'great', 'good']","['sandwich', 'spaghetti', 'lobster', 'scallop', 'shrimp', 'great', 'good']",food
The food was authentic.,"['food', 'authent']","['food', 'authent']",food
The dim sum is delectable while the prices are quite easy on the wallet.,"['easi', 'delect', 'sum', 'price', 'dim', 'wallet', 'quit']","['easi', 'delect', 'sum', 'price', 'dim', 'wallet', 'quit']",food
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.","['sauc', 'nyc', 'dish', 'light', 'garlic', 'fair', 'tri', 'spinach', 'oil', 'actual', 'better', 'italian', 'joint', 'similar', 'simpl', 'ravioli']","['sauc', 'nyc', 'dish', 'light', 'garlic', 'fair', 'tri', 'spinach', 'oil', 'actual', 'better', 'italian', 'joint', 'similar', 'simpl', 'ravioli']",food
The worst excuse for Japanese food I've ever encountered.,"['japanes', 'food', 'excus', 'worst', 'encount', 'ever']","['japanes', 'food', 'excus', 'worst', 'encount', 'ever']",anecdotes/miscellaneous
A million better places to go in the city.,"['million', 'citi', 'place', 'better', 'go']","['million', 'citi', 'place', 'better', 'go']",anecdotes/miscellaneous
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","['celebr', 'around', 'part', 'hype', 'make', 'sweat', 'what', 'like', 'yawn', 'wonder', 'ride']","['celebr', 'around', 'part', 'hype', 'make', 'sweat', 'what', 'like', 'yawn', 'wonder', 'ride']",anecdotes/miscellaneous
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,"['part', 'oili', 'okay', 'bland', 'cook', 'way', 'mind', 'caus']","['part', 'oili', 'okay', 'bland', 'cook', 'way', 'mind', 'caus']",food
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,"['teriyaki', 'chicken', 'dish', 'dri', 'extrem', 'order', 'find']","['teriyaki', 'chicken', 'dish', 'dri', 'extrem', 'order', 'find']",food
I love it.,['love'],['love'],anecdotes/miscellaneous
If you want something really different than try Jekyll and Hyde.,"['want', 'jekyl', 'tri', 'someth', 'hyde', 'differ', 'realli']","['want', 'jekyl', 'tri', 'someth', 'hyde', 'differ', 'realli']",anecdotes/miscellaneous
"We had reservations at 9pm, but was not seated until 10:15pm.","['seat', 'reserv', 'pm']","['seat', 'reserv', 'pm']",service
We had Pam's special fried fish and it was amazing.,"['fish', 'pam', 'special', 'amaz', 'fri']","['fish', 'pam', 'special', 'amaz', 'fri']",food
Its located in greenewich village.,"['greenewich', 'locat', 'villag']","['greenewich', 'locat', 'villag']",anecdotes/miscellaneous
There is no excuse for such lousy service!,"['excus', 'servic', 'lousi']","['excus', 'servic', 'lousi']",service
Three strikes and this restaurant is out.,"['three', 'strike', 'restaur']","['three', 'strike', 'restaur']",anecdotes/miscellaneous
We bring in a party of ten or so every week.,"['ten', 'everi', 'bring', 'parti', 'week']","['ten', 'everi', 'bring', 'parti', 'week']",anecdotes/miscellaneous
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"['think', 'england', 'bisqu', 'chowder', 'new', 'boyfriend', 'award', 'lobster', 'go', 'good']","['think', 'england', 'bisqu', 'chowder', 'new', 'boyfriend', 'award', 'lobster', 'go', 'good']",food
"So, a little inconsistency there but either way, both pizzas were really good.","['pizza', 'way', 'inconsist', 'littl', 'either', 'good', 'realli']","['pizza', 'way', 'inconsist', 'littl', 'either', 'good', 'realli']",food
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.","['expens', 'sushi', 'favorit', 'everyth', 'delici', 'overal', 'restaur']","['expens', 'sushi', 'favorit', 'everyth', 'delici', 'overal', 'restaur']",food
We would return to this place again!,"['would', 'return', 'place']","['would', 'return', 'place']",anecdotes/miscellaneous
Not enough wines by the glass either.,"['either', 'glass', 'enough', 'win']","['either', 'glass', 'enough', 'win']",food
I had the duck breast special on my last visit and it was incredible.,"['special', 'breast', 'last', 'duck', 'visit', 'incred']","['special', 'breast', 'last', 'duck', 'visit', 'incred']",food
I must say it's a little pricey for the food because it was not as spectacular as the view.,"['must', 'view', 'pricey', 'food', 'littl', 'spectacular', 'say']","['must', 'view', 'pricey', 'food', 'littl', 'spectacular', 'say']",price
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,"['indian', 'french', 'make', 'dish', 'innov', 'possibl', 'fusion', 'access', 'job', 'still', 'interest', 'great']","['indian', 'french', 'make', 'dish', 'innov', 'possibl', 'fusion', 'access', 'job', 'still', 'interest', 'great']",food
"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.","['bar', 'back', 'take', 'saw', 'get', 'time', 'seat', 'woman', 'half', 'sit', 'nudg', 'restaur']","['bar', 'back', 'take', 'saw', 'get', 'time', 'seat', 'woman', 'half', 'sit', 'nudg', 'restaur']",ambience
No gimmicks here -- the food speaks for itself in its freshness and preparation.,"['speak', 'food', 'fresh', 'gimmick', 'prepar']","['speak', 'food', 'fresh', 'gimmick', 'prepar']",food
"We were worried we would have trouble getting in, but somehow managed to have a short wait.","['manag', 'would', 'short', 'get', 'worri', 'somehow', 'troubl', 'wait']","['manag', 'would', 'short', 'get', 'worri', 'somehow', 'troubl', 'wait']",anecdotes/miscellaneous
My wife had the fried shrimp which are huge and loved it.,"['wife', 'shrimp', 'love', 'huge', 'fri']","['wife', 'shrimp', 'love', 'huge', 'fri']",food
"Everything I had was good, and I'm a eater.","['eater', 'everyth', 'good']","['eater', 'everyth', 'good']",food
One should not go to Lucky Strike for the food.,"['strike', 'food', 'go', 'lucki', 'one']","['strike', 'food', 'go', 'lucki', 'one']",food
The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,"['would', 'mean', 'time', 'servic', 'aw', 'tabl', 'last', 'leav', 'need', 'tell']","['would', 'mean', 'time', 'servic', 'aw', 'tabl', 'last', 'leav', 'need', 'tell']",service
We could only get through an appetizer and cheese fondue.,"['could', 'get', 'appet', 'fondu', 'chees']","['could', 'get', 'appet', 'fondu', 'chees']",food
"To me it exemplifies Soho, cute, artsy, interesting.","['soho', 'artsi', 'exemplifi', 'cute', 'interest']","['soho', 'artsi', 'exemplifi', 'cute', 'interest']",ambience
"Try everything for that matter, it is all good.","['everyth', 'tri', 'matter', 'good']","['everyth', 'tri', 'matter', 'good']",food
Both times we waited well over a half hour for a table (even though we had reservations).,"['time', 'even', 'though', 'well', 'tabl', 'hour', 'reserv', 'half', 'wait']","['time', 'even', 'though', 'well', 'tabl', 'hour', 'reserv', 'half', 'wait']",service
happy to be a regular at this place and would warmly recommend it to anyone.,"['would', 'warmli', 'regular', 'place', 'recommend', 'happi', 'anyon']","['would', 'warmli', 'regular', 'place', 'recommend', 'happi', 'anyon']",anecdotes/miscellaneous
I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,"['indian', 'eat', 'block', 'twenti', 'taj', 'excel', 'mahal', 'eateri', 'year', 'find', 'restaur']","['indian', 'eat', 'block', 'twenti', 'taj', 'excel', 'mahal', 'eateri', 'year', 'find', 'restaur']",anecdotes/miscellaneous
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","['manag', 'night', 'bar', 'make', 'littl', 'without', 'reserv', 'experi', 'nice', 'great', 'wait']","['manag', 'night', 'bar', 'make', 'littl', 'without', 'reserv', 'experi', 'nice', 'great', 'wait']",service
Try the green curry!!!,"['green', 'tri', 'curri']","['green', 'tri', 'curri']",food
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"['sauc', 'appet', 'scallop', 'wonder', 'delici']","['sauc', 'appet', 'scallop', 'wonder', 'delici']",food
We were also seated promptly at the time of our reservation and the service was very quick and professional.,"['promptli', 'time', 'servic', 'profession', 'seat', 'also', 'reserv', 'quick']","['promptli', 'time', 'servic', 'profession', 'seat', 'also', 'reserv', 'quick']",service
