text,_id
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,1690
The website and rating makes this place look wonderful but in reality it was very disappointing.,788
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",1780
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,742
"A large is $20, and toppings are about $3 each.",1471
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",1789
I definitely wouldn't go back.,2751
It is not worth for that bucks.,1189
brick oven gallery is My pick for best pizza restaurant anywhere.,3352
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,3315
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",3393
"Growing up in NY, I have eaten my share of bagels.",2157
"Oh, don't even let me start with how expensive the bills were!",3018
A hearty two thumbs up!,1401
The scallion pancakes and fried dumplings were nothing out of the ordinary.,257
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",813
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",2862
Service is top notch.,3292
The food now is inconsistent.,3343
All pretty good.,3045
"You can also special order any kind of dumpling,etc.",3135
you guys rock.,3391
Chance is a joke.,3651
I was pretty much full after our fondue appetizer.,2018
BE CAREFUL before you request extra spice.,3551
The octopus eaters were floored by the Octopus salad.,2355
We thought that this place is using too much of MSG cooking in the foods.,3178
I was at Rao's last Wed.,586
And the Tom Kha soup was pathetic.,2211
I started out with a Bombay beer which was big enough for two.,2317
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",175
Service was quick.,1609
Tends to turn people away.,2706
We thought this a prelude to what the evening will be like.,1860
"I was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",961
Drawbacks: service is slow and they don't toast!,1057
Went there for an office lunch.,3188
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,65
"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",2735
The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,2882
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",1948
The best thing I tasted were the lambchops.,2041
it's delicious!,1046
The spicy tuna and salmon are the best we've ever had.,1656
"Even though its good seafood, the prices are too high.",3440
"In addition, the food is very good and the prices are reasonable.",870
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.",2986
"If you live outside the neighborhood, don't bother!",288
Been going here since it opened have seen the quality value decrease considerably.,284
"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",3418
I never had anything I didn't like here.,3358
Reasonable prices.,83
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,2940
"Try the crunchy tuna, it is to die for.",2141
It won't break the bank but I also wouldnt come back for the food.,1854
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",396
I've been to Joya twice and I will never go again.,3471
So rushing us out was absolutely unnecessary!,3577
However it is the ONLY Taiwanese restaurant in town.,2283
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,614
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",3012
"No refills on fountain drinks, though.",2621
Wow over 100 beers to choose from.,605
Be careful of portions - they're HUGE.,2017
"The Steak Tartare is a great bet, they fix it for you at the table.",2974
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,2456
Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,25
Did I mention the wine?,520
"Plus, on Wednesday nights the house wine is unlimited!",3383
It is by far my favorite restaurant in Brooklyn.,2186
Now it's so crowded and loud you can't even talk to the person next to you.,3478
Love Pizza 33..,1283
Even my Indian friend couldn't believe how good and tasty everything was.,3411
"I'm from England, and Haru's was the best I had in NYC.",3221
Less = More in their case.,1923
Ruby Foo's is a tourist trap.,756
I've been here a couple of times and have not been impressed.,1194
I've been many time and have never been disappointed.,3372
Ciao Bella,123
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,2522
The dim sum servings here are a bit larger than I'm used to.,2386
"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",3332
We won't go to this place again for a good meal.,717
It's a much more grown up restaurant compared to the rest of the street.,680
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",1345
We were treated with attitude ever since the moment we stepped into the restaurant!,3013
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",1159
Taj Mahal offeres gret value and great food.,3547
Has the chef and owner changed???,792
My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,2015
I absolutely Loved this place.,92
I wish I lived there as I would eat at this place as often as possible!,548
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",3692
"Outstanding Bagels, but you get what you pay for.",1209
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",443
"If you're in town, it's worth searching for another place.",400
I have tried the various slice joints around the village but this is by far the best one.,1486
"I found it on a cold night, the perfect spot to warm up.",1377
They even have a section in the menu called American Chinese food!,1439
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",2741
kalbi and nebbiolo do work together.,370
"Best Italian food I ever had (and being Italian, that means alot).",599
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,803
Located at the end of a magnificent block.,1750
"This restaurant is not worth the time, effort, or money to say the least.",737
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",847
Keep up the good work guys!,81
Hurley's is terrific!,2144
They don't walk around with the trays of Dim Sum.,1007
Took my sister here before attending a show one evening.,3687
"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",1161
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,3123
Really.,2301
I really loved the different and inovated touch that's the cheff gives to the food.,3405
Our friends have not arrived yet.,3576
They came out over cooked and the cheese was almost non existant.,3702
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",1911
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",703
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",619
Never once did I leave feeling unwelcome or impressed.,907
"The food is good, especially their more basic dishes, and the drinks are delicious.",1000
But the main hit was the whole grilled fish.,3241
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",1866
On a hot day it was fabulous to stop in and enjoy lunch.,2570
The food is delicious and beautifully prepared along with the friendly and personable service.,280
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,1021
Pizza here is consistently good.,1729
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,610
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",3211
Wouldn't recomend it for dinner!,2984
Sauce was watery and the food didn't have much flavor.,1429
My husband and I enjoy Sangria.,1855
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",3409
We both opted for a pasta dish and they were served timely and fresh.,579
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",3670
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",685
"In an area sadly lacking in decent Thai food, this is one of the best spots.",428
Tell them Herky sent you and get a free confused look from the waiter.,3378
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,779
The food was average or above including some surprising tasty dishes.,916
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,2194
Other apetizers and food,1066
The noodle and rices dishes taste great.,127
The food's as good as ever.,427
"The crust is thin, the ingredients are fresh and the staff is friendly.",2298
Your friends will thank you for introducing them to this gem!,269
Also a little more expensive than your average bagel place.,3169
"the food was undercooked-the sauce watery, and the vegetables raw.",3335
And the fried clams had just enough kick to them to make 'em worth eating.,2356
The sauces used are also not that exciting.,1199
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,2444
I absolutely love this place!!!,720
The rice was poor quality and was cooked so badly it was hard.,340
We had champagne and caviar and felt like princesses!,228
The shrimp scampi was excellent and the antipasti were plentiful.,651
I am surprised to say the least and find such practice not worth the effort.,2664
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",1930
"I got the $10 10-piece dim sum combo, every bite of which was great.",2090
There are other Vietnamese restaurants in the chinatown area and you can forget about those.,977
There is also very limited seating and there can be a substantial wait in getting food at peak times.,2433
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",1949
No thanks!!!,2757
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",301
I would definently recommend this restaurant.,336
The prices are wonderfully low.,942
If you like spicy food get the chicken vindaloo.,2887
I lOVE THIS PLACE!,80
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,2398
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",53
"A big disappointment, all around.",1475
And its absolutely DELICIOUS.,1560
No free drink.,2025
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,1760
This is my first time writing a review for a restaurant because the food and service was excellent.,259
Definitely Highly NOT recommended.,2829
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",1211
I had a huge group for my birthday and we were well taken care of.,177
The two star chefs left quite some time ago to open their own place.,1312
Don't waste money on decor.,1565
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,2959
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",3339
I have never before eaten 40 pieces of relatively good nigiri.,1659
"Given the incredible architecture surrounding it, this place has no character.",839
I'd call it an 'italian dinner'.,457
my first time here was with my gf for our 12 month anniversary.,1306
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",3086
I have walked by this place for eons and finally went thanks to a girls' night.,2466
Have frequented 'ino for several years and the food remains excellent.,531
"Their eggplant is so delicate, sweet tender!",450
I pray it stays open forever.,121
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",3263
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,2939
"If you want to save some money, don't go here.",1678
My friend got the mushroom pizza which tasted better.,2606
"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",2019
"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",1797
This is the first time Citysearch did't call it right.,404
You should pass on the calamari.,1731
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",2791
Try the spicy wontons and the salt pepper shrimps.,3261
THE FOOD PORTIONS ARE REALLY LARGE.,1586
The fries are yummy.,1893
"Friendly and informative staff, very attentive and prompt raw bar service.",309
Best Taiwanese food in NY!,2290
I have eaten at many pizza places around NYC and this is hands down the worst.,3601
This place is a great stop for great food.,736
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,2784
What for?,2825
Fantastic!,1741
"they were dry and disgusting, i didn't even finish my first piece.",2118
HIGHLY RECOMMENDED for a first date.,84
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",369
And the prices were way to high for what you get.,3279
"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",1425
"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!",2743
Skip this location and go to the one in Soho.,3324
The staff ignored my friends and I the entire time we were there.,1792
"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",166
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",1679
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",1727
"I need at least three rolls to be full, and that's at least $14.00!",2425
Anyone who ever dined at a thai restaurant is in for a huge disappointment.,3532
"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",3455
"Great wine list, reasonably priced.--Sara",3508
The hot dogs were cold in the middle and the buns were stale.,1541
"While the food was excellent, it wasn't cheap (though not extremely expensive either).",1037
Beef noodle soup is good as well.,2288
I was so sad to read the bad reviews this place got!,2955
Delivery service is great too.,2585
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",1386
I recieved prompt service with a smile.,1378
They pray to their Food Gods to make them into a good pizza like VT's.,438
The place was quiet and delightful.,232
Molto bene!,2764
.the best I've found outside of the Chinatown masters.,3246
They are amazing!,2473
Avoid this place!,3051
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,3621
A must try!,2579
"As much as I like the food there, I can't bring myself to go back.",3489
It looked like shredded cheese partly done - still in strips.,3600
The prices and ambience are especially great considering it's in the West Village.,3519
The soup is pretty good too.,1183
It is so easy to get a reservation at a top place in NYC with a week's notice.,2663
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,857
"If you go to Roth's try to be served by Mike, he is GREAT!!",1118
"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",2484
Went here on a friend's reccomendation.,576
"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",2915
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",3166
I always get the Shabu-Shabu dinner and the beef is always fresh.,662
The pizza was delivered cold and the cheese wasn't even fully melted!,3599
We were very surprised by how good the food was on our first visit here on a Sunday night.,502
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",981
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",1987
We will definitely go back.,2889
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,1287
Is just the way it was in days gone by.,476
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",3626
The food is amazing!!!!,1094
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",2881
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",285
"For the price, you cannot eat this well in Manhattan.",700
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",1493
The atmosphere is great!!!,1014
"It can be a very fun experience with a group, and kids (6 and over) would love it.",674
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",953
"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",405
The service is a little scatty at times but all is forgiven when the food arrives.,3141
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",466
And evaluated on those terms Pastis is simply wonderful.,1899
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",729
The pickles were great addition.,487
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",1434
You must try the shrimp appetizers.,3410
"Not only is the cuisine the best around, the service has always been attentive and charming.",1050
"Filled with suits, though, so you never really feel terribly comfortable.",1981
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",1991
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",2035
"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",3587
"It's like you are transported to the Italian countryside, very romantic and filled with antiques.",2851
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,2294
Just go and see for yourself.,2726
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",1680
"Interesting selection, good wines, service fine, fun decor.",3605
I hate this.,3624
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,1671
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",2767
"That place was awesome,,,  sally !",1155
The food at this place is 'gourmet' Indian cuisine.,3327
Finally a reliable Chinese restaurant!,1700
get over it!,3589
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,898
"However, it just so happens that there's an even more amazing place just down the street.",2429
"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",483
"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",359
Priced at upper intermediate range.,2795
"The fish was adequate, but inexpertly sliced.",342
I recommend ordering in on a weeknight.,1239
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",767
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,3157
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",2123
So my husband made up an excuse so we can leave.,1861
It's very spicy but not offensive.,2888
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",2938
I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,2544
The rice to fish ration was also good--they didn't try to overpack the rice.,408
They used shredded cheese on top!,3703
They are located in the middle of Chinatown!,129
The food is great and they have a good selecion of wines at reasonable prices.,529
Eating at Ottimo is like eating in Chef Salvatore Esposito's home.,3504
Katz's deli is a great NY experience.,475
Check it out.,2568
"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",1677
I couldn't reccommend their Godmother pizza any higher.,2554
"I am not a vegetarian but, almost all the dishes were great.",1412
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,2251
i would go again if i didn't have to pay.,808
"For the location, the prices are very reasonable.",991
The food is okay and the prices here are mediocre.,2284
My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,3531
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,2654
I would like to return and try some of the other menu items when I don't have to rush off to a show.,1869
"We have been to this place many times, and always have great food, wine, and service.",550
"Hopefully next time, I will save room for dessert.",3243
"Alain Ducasse is the best of everything, I mean everything was excelent.I",1995
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",2316
The corned beef was tender and melted in my mouth.,486
GO HERE.,1290
"The best Chicken pad tai, I've ever had.",3469
We weren't even at our table for more than an hour total.,3574
$20 for all you can eat sushi cannot be beaten.,1662
It has been my first choice ever since I discovered it .,2584
Over 100 different choices to create your own.,2578
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",3205
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,528
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",82
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,2640
"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",1176
"After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope.",3237
I loved it and will be back soon.,291
"Always a nice crowd, but never loud.",3643
"My turkey burger was not cooked at all, my friends salmon was completely raw.",40
"The service is spotty, sometimes really friendly and sometimes barely there.",3111
Decor is minimalist and clean - nothing to distract or commend.,1340
"His drinks are very inventive, delicious and classy.",1111
"Great food, great prices, great service.",2622
This isn't your corner Chinese food takeout.,3259
Awsome Pizza especially the Margheritta slice.,1279
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",2495
"My husband and I ate here after reading reviews here as well as hobokeni.com,",469
"Try ordering from the regular menu, then you would not regret!",3040
"Told us to sit anywhere, and when we sat he said the table was reserved.",513
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",3011
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",3454
"The crispy chicken wasn't for us, though.",3248
JUST AWSOME.,2058
Food is great.,3291
There is a lot of variety even for people who eat vegetarian like me.,3190
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,2693
This place is incredibly tiny.,3127
"I will definetely go back again and again, that's for sure!!!",1998
"I didn't complain, I liked the atmosphere so much.",1904
This is one of our all-time favorite.,454
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,772
"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",3676
"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",3667
this place is amazingly bad.,2520
"Compared to other shabu restaurants around town, this places wins hands-down.",668
I've been to several places for Dim Sum and this has got to be the WORST.,1006
I love this place.,2401
"The freshest, best variety, and the fastest delivery.",3460
Go to Volare for 1st class service and terrific food.,1621
"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",2204
Dinner took almost 4 hours without any lag time.,2003
The people in the restaurant were pretty obnoxious and loud.,1041
"The sandwiches are dry, tasteless and way overpriced.",1089
The problem is just that-it is a sometimes kind of affair.,1236
Price no more than a Jersey deli but way better.,3710
The fried rice is really good too.,663
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,276
Made my dining experience uncomfortable.,1532
It's a steal!,1277
We went to this restaurant based on prior internet comments.,222
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",1509
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,2220
"A very inviting restaurant, with friendly service.",518
"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",2595
What's the difference between the two?,2260
Will go back but only sate those homesick stomach cravings!,2885
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",2967
I was very disappointed with this restaurant.,3147
The drinks are always welll made and wine selection is fairly priced.,2187
We also had shared a house salad that was fresh.,3639
The ceiling is amazing!,2852
My wife and I were in NYC celebrating our 30th anniversary.,221
I'm glad I was introduced to this place and this is a rare gem in NY.,2913
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,297
Not a small feat for good french food in the area.,2964
"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",2502
Food was average but tasty.,28
We come from New Jersey to eat at Kinoko.,1654
Big Wong gets big Ups for a fine establishment.,131
Will never be back.,3218
"The entree was bland and small, dessert was not inspired.",1874
I highly recommend it.,616
Oh and it's too tiny for families with strollers.,3611
The staff was the friendliest that have seen in New York.,1580
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",2924
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",2414
Delicious food at a great price but do not go here on a cold day and sit by the front door.,2218
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",1436
"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",2279
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",2975
My six year old loved it.,1568
Pizza was a little soggy.,3496
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",3084
The Singapore Mai Fun had NO curry flavor whatsoever.,3033
The only problem is that the manager is a complete incompetent.,3321
The wine list is interesting and has many good values.,699
Murray won't do it.,3173
I'm still mad that i had to pay for lousy food.,1370
This restaurant used to be our regular Thursday night dinner location.,3340
Definite go if you're used to good Indian restaurant food from abroad.,3334
"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",2463
"By far, the best pizza in Manhattan.",2297
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",1353
"Most people eat there seem to be typical Upper East Side snobs, so be aware.",3274
The waiter actually poured water on my hand and walked away.,2668
"The food is mostly made from scratch, fresh and well prepared.",2538
"Worse of all, $60 was erroneously added to our $80 bill.",3060
Too cold to enjoy.,2221
"NO more reservations, expensive tips and annoying stuff.",2582
Try the sea bass.,2071
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,1645
I brought some buddies from CA and they loved it.,2257
"Inside is a little cramped, but to be expected.",743
Sushi wasn't anything spectacular for the price.,765
"During our meal, the management came over and checked on us and even bought us a round of drinks.",2133
"But they don't have a toaster, which is strange.",1054
"So, for good food i'd recommend it, but not for a fun night out.",1040
The menu choices are similar but the taste lacked more flavor than it looked.,2278
A must for all the Dosa lovers.,1324
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",1477
The appetizers are just OK and the main courses were decidedly subpar.,3059
Someone else recommended the dessert - we also left that.,2365
The exotic food is beautifully presented and is a delight in delicious combinations.,264
The staff is very attentive and we can almost always get a table.,3525
"If you are a vegetarian, this really isn't a good place to go.",485
"Try the mediterranean salad, it is a true experience for your taste buds!!",731
I'm sure I'll return for a final judgement tho.,3025
"Of course, it is crowded but who cares.",239
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,2765
I've been there three times and have always had wonderful experiences.,686
People are always friendly.,1564
The cream cheeses are out of this world and I love that coffee!!,1069
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",3118
hmmm.,1814
Service was prompt and courteous.,744
It was not above ordinary and the beef version had cheap (undercooked) beef.,1382
"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",3665
"It was nice and fresh, but I can't give it high scores on being authentic thai.",1128
"Overall, worht every penny.",780
"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",2819
"Got club soda, filled with ice, no lime.",566
"Only wine and beer are served, but the house varities are actually quite good.",2646
This place must have cost the owners afortune to build.,1576
My mouth starts to water merely thinking about the delight that is this restaurant.,3223
I haven't been to the other locations.,3214
"Oh, and the complimentary pudding dessert was just enough- yummy!",3434
People dress in suits or evening gowns as well as shirts jeans.,2687
we split a tasty vegetable samosa and the malai tikka wrap.,2064
Knowledge of the chef and the waitress are below average.,1191
We were walking around the village and went into this place just for some drinks.,626
Decent wine selection too.,1673
Go with a group of friends and you will have a great time.,1706
"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",1879
I have to say I have never had a disapointing meal here.,2637
It's one of our favorite places to eat in NY.,3623
"The place does get crowded, so I recommend going between 4-5 PM.",2420
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,2605
"Disappointing food, lousy service.",1415
"I'm from sichuan, this is the restaurant I recommend going.",1421
This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.,3660
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",1945
great place to go for a drink too because they have 100 kinds of beer.,612
But this place is a well-oiled machine so they know what they're doing.,44
"Over price, and small portions .",2916
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",859
But I'd go back,855
Stepped on my foot on the SECOND time he reached over me to adjust lighting.,514
The food was well prepared and the service impecable.,750
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",2645
"Good, dark atmosphere and the music is a nice touch.",2267
"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",2453
But the thai is definitely not great -- bland and indistinguished.,2193
This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).,1392
"Great for groups, great for a date, great for early brunch or a nightcap.",4
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,240
