reviews,lemmas,lemmas,aspectCategory
I think the restaurant was too loud (when full) to be romantic.,"['restaur', 'think', 'loud', 'full', 'romant']","['restaur', 'think', 'loud', 'full', 'romant']",ambience
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.","['larger', 'date', 'husband', 'perfect', 'dinner', 'alway', 'group', 'mani', 'girlfriend', 'mom']","['larger', 'date', 'husband', 'perfect', 'dinner', 'alway', 'group', 'mani', 'girlfriend', 'mom']",anecdotes/miscellaneous
"When you want a piece of beef, head on over.","['piec', 'want', 'beef', 'head']","['piec', 'want', 'beef', 'head']",food
"Delicate spices, onions, eggs and a kick-ass roti.","['onion', 'spice', 'ass', 'roti', 'delic', 'kick', 'egg']","['onion', 'spice', 'ass', 'roti', 'delic', 'kick', 'egg']",food
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,"['back', 'restaur', 'authent', 'agreabl', 'everi', 'bring', 'incred', 'day', 'thai', 'food', 'price']","['back', 'restaur', 'authent', 'agreabl', 'everi', 'bring', 'incred', 'day', 'thai', 'food', 'price']",food
"I actually gave Patroon another chance before writing this, but the second visit was even worse.","['write', 'actual', 'chanc', 'visit', 'anoth', 'patroon', 'give', 'even', 'second', 'wors']","['write', 'actual', 'chanc', 'visit', 'anoth', 'patroon', 'give', 'even', 'second', 'wors']",anecdotes/miscellaneous
"Also, if you don't want to sit at a certain table, you don't have to!","['tabl', 'certain', 'also', 'want', 'sit']","['tabl', 'certain', 'also', 'want', 'sit']",anecdotes/miscellaneous
Unbelievable.,['unbeliev'],['unbeliev'],anecdotes/miscellaneous
A little pricey but it really hits the spot on a Sunday morning!,"['morn', 'hit', 'littl', 'sunday', 'realli', 'pricey', 'spot']","['morn', 'hit', 'littl', 'sunday', 'realli', 'pricey', 'spot']",price
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,"['year', 'columbia', 'area', 'teen', 'live', 'univers', 'kid']","['year', 'columbia', 'area', 'teen', 'live', 'univers', 'kid']",anecdotes/miscellaneous
The menu has lots of options: I hope to go back to try those potato pancakes.,"['back', 'potato', 'menu', 'lot', 'option', 'tri', 'hope', 'go', 'pancak']","['back', 'potato', 'menu', 'lot', 'option', 'tri', 'hope', 'go', 'pancak']",food
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,"['get', 'soon', 'mind', 'first', 'fri', 'dumpl', 'sunday', 'saturday', 'wake', 'thing']","['get', 'soon', 'mind', 'first', 'fri', 'dumpl', 'sunday', 'saturday', 'wake', 'thing']",anecdotes/miscellaneous
"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.","['els', 'staff', 'make', 'servic', 'friendliest', 'everyth', 'stickler', 'place', 'compet']","['els', 'staff', 'make', 'servic', 'friendliest', 'everyth', 'stickler', 'place', 'compet']",service
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.","['usual', 'secondi', 'tend', 'order', 'primi', 'one', 'split', 'offer', 'larg', 'portion', 'wife']","['usual', 'secondi', 'tend', 'order', 'primi', 'one', 'split', 'offer', 'larg', 'portion', 'wife']",anecdotes/miscellaneous
This restaurant was way overhyped.,"['overhyp', 'restaur', 'way']","['overhyp', 'restaur', 'way']",anecdotes/miscellaneous
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,"['lectur', 'custom', 'area', 'employe', 'deliv', 'anoth', 'comment', 'overhear', 'din', 'sit']","['lectur', 'custom', 'area', 'employe', 'deliv', 'anoth', 'comment', 'overhear', 'din', 'sit']",service
Delicious crab cakes too.,"['delici', 'cake', 'crab']","['delici', 'cake', 'crab']",food
"Now at the top of our list, Del Frisco's Steakhouse.","['list', 'del', 'frisco', 'top', 'steakhous']","['list', 'del', 'frisco', 'top', 'steakhous']",anecdotes/miscellaneous
I cannot imagine you not rushing out to eat there.,"['imagin', 'rush', 'cannot', 'eat']","['imagin', 'rush', 'cannot', 'eat']",anecdotes/miscellaneous
This was the worst dining experience I've ever had.,"['ever', 'experi', 'worst', 'din']","['ever', 'experi', 'worst', 'din']",anecdotes/miscellaneous
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,"['come', 'lanterna', 'la', 'year', 'noth', 'staff', 'servic', 'say', 'good', 'thing', 'great']","['come', 'lanterna', 'la', 'year', 'noth', 'staff', 'servic', 'say', 'good', 'thing', 'great']",service
Just bring someone who speaks Cantonese because waiter may not understand you.,"['waiter', 'may', 'bring', 'speak', 'someon', 'cantones', 'understand']","['waiter', 'may', 'bring', 'speak', 'someon', 'cantones', 'understand']",service
I thought I had died and gone to heaven.,"['go', 'die', 'heaven', 'think']","['go', 'die', 'heaven', 'think']",anecdotes/miscellaneous
"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.","['certainli', 'someplac', 'stop', 'area', 'would', 'seek', 'tri']","['certainli', 'someplac', 'stop', 'area', 'would', 'seek', 'tri']",anecdotes/miscellaneous
The bruschetta and panini's are so yummy!,"['bruschetta', 'panini', 'yummi']","['bruschetta', 'panini', 'yummi']",food
"Food was okay, nothing great.","['okay', 'noth', 'food', 'great']","['okay', 'noth', 'food', 'great']",food
Every waitress and customer who passed by me bumped into my chair.,"['custom', 'everi', 'bump', 'pass', 'chair', 'waitress']","['custom', 'everi', 'bump', 'pass', 'chair', 'waitress']",anecdotes/miscellaneous
I have been going there since it opened and I can't get enough.,"['get', 'sinc', 'enough', 'go', 'open']","['get', 'sinc', 'enough', 'go', 'open']",anecdotes/miscellaneous
"Always popular, always full, always a wait.","['wait', 'alway', 'popular', 'full']","['wait', 'alway', 'popular', 'full']",ambience
"In fact, you can't miss it.","['miss', 'fact']","['miss', 'fact']",anecdotes/miscellaneous
I recently tried Suan and I thought that it was great.,"['suan', 'think', 'recent', 'tri', 'great']","['suan', 'think', 'recent', 'tri', 'great']",anecdotes/miscellaneous
A little noise but I think that was because of our party!,"['littl', 'nois', 'parti', 'think']","['littl', 'nois', 'parti', 'think']",ambience
It is run by the same Sichuan chef who started the chain in Chinatown.,"['chef', 'sichuan', 'start', 'run', 'chinatown', 'chain']","['chef', 'sichuan', 'start', 'run', 'chinatown', 'chain']",anecdotes/miscellaneous
Get the feeling they settled into a groove a while ago.,"['get', 'feel', 'settl', 'groov', 'ago']","['get', 'feel', 'settl', 'groov', 'ago']",anecdotes/miscellaneous
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.","['fresh', 'perform', 'ed', 'spici', 'wrap', 'serv', 'nori', 'showcas', 'seem', 'varieti', 'almost', 'bbq', 'techniqu', 'omakas', 'item', 'limp', 'roll', 'rather', 'tuna']","['fresh', 'perform', 'ed', 'spici', 'wrap', 'serv', 'nori', 'showcas', 'seem', 'varieti', 'almost', 'bbq', 'techniqu', 'omakas', 'item', 'limp', 'roll', 'rather', 'tuna']",food
"I can't wait for summer, when they serve outside on their gigantic patio.","['outsid', 'summer', 'serv', 'wait', 'gigant', 'patio']","['outsid', 'summer', 'serv', 'wait', 'gigant', 'patio']",ambience
Best Pastrami I ever had and great portion without being ridiculous.,"['without', 'ridicul', 'best', 'ever', 'pastrami', 'portion', 'great']","['without', 'ridicul', 'best', 'ever', 'pastrami', 'portion', 'great']",food
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.","['may', 'best', 'spare', 'kai', 'appreci', 'someon', 'option', 'share', 'hope', 'food', 'thing']","['may', 'best', 'spare', 'kai', 'appreci', 'someon', 'option', 'share', 'hope', 'food', 'thing']",food
go here for the drinks!,"['go', 'drink']","['go', 'drink']",food
"I don't get it, what's so special about Prune ?","['get', 'prune', 'special']","['get', 'prune', 'special']",anecdotes/miscellaneous
I'd definitely recommend this little place.,"['littl', 'place', 'recommend', 'definit']","['littl', 'place', 'recommend', 'definit']",anecdotes/miscellaneous
"Again, if you are in this neighborhood - by all means, come here.","['come', 'neighborhood', 'mean']","['come', 'neighborhood', 'mean']",anecdotes/miscellaneous
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.","['sampler', 'far', 'sweet', 'chocol', 'first', 'rich', 'dessert', 'good', 'cours', 'wine']","['sampler', 'far', 'sweet', 'chocol', 'first', 'rich', 'dessert', 'good', 'cours', 'wine']",food
"Butter was melted, white wine warm, cheese oozing everywhere.","['white', 'chees', 'melt', 'everywher', 'butter', 'ooz', 'warm', 'wine']","['white', 'chees', 'melt', 'everywher', 'butter', 'ooz', 'warm', 'wine']",food
We had a party in their private room and they made it truly memorable and were very helpful in the planning.,"['memor', 'privat', 'make', 'truli', 'room', 'help', 'plan', 'parti']","['memor', 'privat', 'make', 'truli', 'room', 'help', 'plan', 'parti']",service
Do yourself a favor and walk the extra avenue from joe's to eat here.,"['extra', 'avenu', 'joe', 'favor', 'eat', 'walk']","['extra', 'avenu', 'joe', 'favor', 'eat', 'walk']",anecdotes/miscellaneous
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.","['guest', 'cramp', 'aisl', 'sit', 'place', 'cannot', 'ambienc']","['guest', 'cramp', 'aisl', 'sit', 'place', 'cannot', 'ambienc']",ambience
I have eaten at Shabu Tatsu at least 5 times and I always want to go back for more!,"['time', 'back', 'want', 'shabu', 'least', 'go', 'alway', 'tatsu', 'eat']","['time', 'back', 'want', 'shabu', 'least', 'go', 'alway', 'tatsu', 'eat']",anecdotes/miscellaneous
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,"['disappoint', 'per', 'restaur', 'la', 'order', 'pre', 'choic', 'menu', 'offer', 'fix', 'cours', 'cart', 'end']","['disappoint', 'per', 'restaur', 'la', 'order', 'pre', 'choic', 'menu', 'offer', 'fix', 'cours', 'cart', 'end']",food
Authentic Pakistani food.,"['pakistani', 'food', 'authent']","['pakistani', 'food', 'authent']",food
"The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.","['without', 'chef', 'grate', 'coupl', 'staff', 'seem', 'alway', 'occas', 'us', 'friendli', 'greet']","['without', 'chef', 'grate', 'coupl', 'staff', 'seem', 'alway', 'occas', 'us', 'friendli', 'greet']",service
Get it together.,"['get', 'togeth']","['get', 'togeth']",anecdotes/miscellaneous
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.","['claim', 'manhattan', 'bake', 'also', 'serv', 'one', 'eggplant', 'friend', 'better', 'meatsauc', 'parmesan', 'ziti', 'grow', 'great']","['claim', 'manhattan', 'bake', 'also', 'serv', 'one', 'eggplant', 'friend', 'better', 'meatsauc', 'parmesan', 'ziti', 'grow', 'great']",food
"Quality ingredients preparation all around, and a very fair price for NYC.","['qualiti', 'prepar', 'fair', 'ingredi', 'nyc', 'around', 'price']","['qualiti', 'prepar', 'fair', 'ingredi', 'nyc', 'around', 'price']",food
"Service was very good - prompt, attentive and non-intrusive.","['prompt', 'intrus', 'servic', 'non', 'attent', 'good']","['prompt', 'intrus', 'servic', 'non', 'attent', 'good']",service
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.","['hot', 'coupl', 'shrimp', 'imit', 'unnecessarili', 'full', 'squid', 'piec', 'crabmeat', 'heat', 'seafood', 'entre', 'burner', 'pot']","['hot', 'coupl', 'shrimp', 'imit', 'unnecessarili', 'full', 'squid', 'piec', 'crabmeat', 'heat', 'seafood', 'entre', 'burner', 'pot']",food
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,"['artisan', 'chees', 'blend', 'dip', 'kielbasa', 'fondu', 'appl', 'add', 'begin']","['artisan', 'chees', 'blend', 'dip', 'kielbasa', 'fondu', 'appl', 'add', 'begin']",food
"In such a crappy part of town to find a good value for lunch, this place is great.","['find', 'part', 'town', 'place', 'lunch', 'valu', 'good', 'crappi', 'great']","['find', 'part', 'town', 'place', 'lunch', 'valu', 'good', 'crappi', 'great']",anecdotes/miscellaneous
"Its not curry in a slurry crap, and regular run of the mill food.","['slurri', 'regular', 'crap', 'curri', 'mill', 'run', 'food']","['slurri', 'regular', 'crap', 'curri', 'mill', 'run', 'food']",food
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.","['horribl', 'food', 'leav', 'peopl', 'two', 'fact', 'saw', 'menu', 'help', 'tell', 'look', 'place']","['horribl', 'food', 'leav', 'peopl', 'two', 'fact', 'saw', 'menu', 'help', 'tell', 'look', 'place']",anecdotes/miscellaneous
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.","['tabl', 'restaur', 'seat', 'though', 'even', 'problem', 'upstair', 'promptli', 'pack', 'ask']","['tabl', 'restaur', 'seat', 'though', 'even', 'problem', 'upstair', 'promptli', 'pack', 'ask']",service
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.","['chines', 'usual', 'white', 'want', 'place', 'american', 'wateri', 'gener', 'sauc', 'food']","['chines', 'usual', 'white', 'want', 'place', 'american', 'wateri', 'gener', 'sauc', 'food']",anecdotes/miscellaneous
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.","['plain', 'bread', 'style', 'unlik', 'paratha', 'soft', 'calcutta', 'stuff', 'use', 'flavor', 'tandoori']","['plain', 'bread', 'style', 'unlik', 'paratha', 'soft', 'calcutta', 'stuff', 'use', 'flavor', 'tandoori']",food
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.","['will', 'time', 'pizza', 'slow', 'littl', 'servic', 'good', 'way', 'overlook', 'deliveri', 'friendli', 'price', 'tast']","['will', 'time', 'pizza', 'slow', 'littl', 'servic', 'good', 'way', 'overlook', 'deliveri', 'friendli', 'price', 'tast']",service
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"['get', 'like', 'menu', 'cater', 'pricey', 'fix', 'good', 'greatest', 'food', 'price', 'allergi', 'prix', 'tast']","['get', 'like', 'menu', 'cater', 'pricey', 'fix', 'good', 'greatest', 'food', 'price', 'allergi', 'prix', 'tast']",food
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","['come', 'decor', 'delici', 'excel', 'portion', 'servic', 'larg', 'food', 'great']","['come', 'decor', 'delici', 'excel', 'portion', 'servic', 'larg', 'food', 'great']",food
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,"['find', 'word', 'inspector', 'restaur', 'cleanest', 'town', 'clue', 'health', 'wise', 'hoboken']","['find', 'word', 'inspector', 'restaur', 'cleanest', 'town', 'clue', 'health', 'wise', 'hoboken']",anecdotes/miscellaneous
An excellent service,"['servic', 'excel']","['servic', 'excel']",service
"The food however, is what one might expect.","['one', 'expect', 'howev', 'food', 'might']","['one', 'expect', 'howev', 'food', 'might']",food
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,"['shrimp', 'chicken', 'juic', 'must', 'coconut', 'thai', 'love', 'noodl']","['shrimp', 'chicken', 'juic', 'must', 'coconut', 'thai', 'love', 'noodl']",food
I must give it Yon out of Yon stars!,"['star', 'yon', 'must', 'give']","['star', 'yon', 'must', 'give']",anecdotes/miscellaneous
The pizza was really good.,"['pizza', 'realli', 'good']","['pizza', 'realli', 'good']",food
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.","['write', 'point', 'post', 'date', 'drawback', 'addit', 'last', 'menu', 'item', 'possibl', 'chines']","['write', 'point', 'post', 'date', 'drawback', 'addit', 'last', 'menu', 'item', 'possibl', 'chines']",anecdotes/miscellaneous
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.","['restaur', 'averag', 'baluchi', 'tast', 'even', 'would', 'say', 'better', 'food', 'chain']","['restaur', 'averag', 'baluchi', 'tast', 'even', 'would', 'say', 'better', 'food', 'chain']",food
The place is small and cramped but the food is fantastic.,"['small', 'food', 'cramp', 'place', 'fantast']","['small', 'food', 'cramp', 'place', 'fantast']",food
The food is tasty and portion sizes are appropriate.,"['food', 'appropri', 'size', 'portion', 'tasti']","['food', 'appropri', 'size', 'portion', 'tasti']",food
A little crowded but they move that line really fast!,"['move', 'crowd', 'fast', 'littl', 'realli', 'line']","['move', 'crowd', 'fast', 'littl', 'realli', 'line']",service
Enjoy!!!,['enjoy'],['enjoy'],anecdotes/miscellaneous
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,"['unforget', 'dill', 'perfect', 'give', 'sandwich', 'compliment', 'plenti', 'kosher']","['unforget', 'dill', 'perfect', 'give', 'sandwich', 'compliment', 'plenti', 'kosher']",food
Kudos to Po!,"['po', 'kudo']","['po', 'kudo']",anecdotes/miscellaneous
The entertainment was great they have shows that go on through out the dinner.,"['entertain', 'show', 'dinner', 'go', 'great']","['entertain', 'show', 'dinner', 'go', 'great']",ambience
My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,"['come', 'pasti', 'boyfriend', 'recommend', 'ny', 'day', 'place']","['come', 'pasti', 'boyfriend', 'recommend', 'ny', 'day', 'place']",anecdotes/miscellaneous
The food is so cheap and the waiters are nice.,"['waiter', 'food', 'nice', 'cheap']","['waiter', 'food', 'nice', 'cheap']",service
The food there is so good that even to order out the wait is incredible.,"['order', 'even', 'incred', 'wait', 'good', 'food']","['order', 'even', 'incred', 'wait', 'good', 'food']",food
The bartender on my most recent visit was so incredibly rude that I will never go back.,"['back', 'visit', 'rude', 'incred', 'recent', 'never', 'go', 'bartend']","['back', 'visit', 'rude', 'incred', 'recent', 'never', 'go', 'bartend']",service
"Their sushi, Kamikaze and other Rolls are fresh and well presented.","['fresh', 'present', 'sushi', 'well', 'kamikaz', 'roll']","['fresh', 'present', 'sushi', 'well', 'kamikaz', 'roll']",food
"For authentic Thai food, look no further than Toons.","['look', 'thai', 'food', 'authent', 'toon']","['look', 'thai', 'food', 'authent', 'toon']",food
"It's true, you feel like your in a scene from Goodfellas.","['true', 'like', 'feel', 'goodfella', 'scene']","['true', 'like', 'feel', 'goodfella', 'scene']",ambience
I read the other review and have to say I had the opposite experience here last Sunday.,"['read', 'last', 'say', 'sunday', 'opposit', 'experi', 'review']","['read', 'last', 'say', 'sunday', 'opposit', 'experi', 'review']",anecdotes/miscellaneous
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.","['mayonaiss', 'highlight', 'fri', 'runner', 'receiv', 'one', 'consid', 'night', 'nearli', 'good', 'bill', 'food', 'side']","['mayonaiss', 'highlight', 'fri', 'runner', 'receiv', 'one', 'consid', 'night', 'nearli', 'good', 'bill', 'food', 'side']",food
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","['red', 'choos', 'excel', 'lamb', 'brais', 'one', 'special', 'shank', 'go', 'wine']","['red', 'choos', 'excel', 'lamb', 'brais', 'one', 'special', 'shank', 'go', 'wine']",food
"If anyones has doubt of not knowing enough about wines,please check their wine list.","['anyon', 'list', 'know', 'check', 'pleas', 'doubt', 'win', 'enough', 'wine']","['anyon', 'list', 'know', 'check', 'pleas', 'doubt', 'win', 'enough', 'wine']",food
Never again!,['never'],['never'],anecdotes/miscellaneous
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.","['busi', 'order', 'concern', 'throw', 'rush', 'slighli', 'food', 'waitstaff']","['busi', 'order', 'concern', 'throw', 'rush', 'slighli', 'food', 'waitstaff']",service
Have the iced tea.,"['ice', 'tea']","['ice', 'tea']",food
For Park avenue I expected so much more.,"['expect', 'park', 'much', 'avenu']","['expect', 'park', 'much', 'avenu']",anecdotes/miscellaneous
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","['small', 'main', 'serv', 'chicken', 'salmon', 'wasnt', 'impress', 'good', 'entre', 'girlfriend']","['small', 'main', 'serv', 'chicken', 'salmon', 'wasnt', 'impress', 'good', 'entre', 'girlfriend']",food
So rude.,['rude'],['rude'],anecdotes/miscellaneous
you can actually get 2 salads worth if u take it home and add it to some lettuce!,"['get', 'actual', 'u', 'salad', 'home', 'take', 'lettuc', 'worth', 'add']","['get', 'actual', 'u', 'salad', 'home', 'take', 'lettuc', 'worth', 'add']",food
The ambience is very romantic and definitely a good place to bring a date.,"['date', 'bring', 'good', 'definit', 'romant', 'place', 'ambienc']","['date', 'bring', 'good', 'definit', 'romant', 'place', 'ambienc']",ambience
They are FAST.,['fast'],['fast'],service
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.","['tabl', 'far', 'waiter', 'restaur', 'greatli', 'atmospher', 'enjoy', 'bartend', 'unobtrus', 'bar', 'popular']","['tabl', 'far', 'waiter', 'restaur', 'greatli', 'atmospher', 'enjoy', 'bartend', 'unobtrus', 'bar', 'popular']",ambience
"The food is very good for it's price, better than most fried dumplings I've had.","['fri', 'dumpl', 'better', 'good', 'food', 'price']","['fri', 'dumpl', 'better', 'good', 'food', 'price']",food
There are much better places in NY with better prices.,"['much', 'ny', 'better', 'place', 'price']","['much', 'ny', 'better', 'place', 'price']",anecdotes/miscellaneous
"Very neighborhoody, very quick and sufficient.","['quick', 'neighborhoodi', 'suffici']","['quick', 'neighborhoodi', 'suffici']",ambience
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,"['obv', 'chanc', 'divers', 'give', 'manydiffer', 'menu', 'top', 'caviar', 'varieti', 'rest', 'line', 'tast']","['obv', 'chanc', 'divers', 'give', 'manydiffer', 'menu', 'top', 'caviar', 'varieti', 'rest', 'line', 'tast']",food
I ate here a week ago and found most dishes average at best and too expensive.,"['find', 'best', 'averag', 'week', 'dish', 'eat', 'ago', 'expens']","['find', 'best', 'averag', 'week', 'dish', 'eat', 'ago', 'expens']",food
"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!","['come', 'get', 'addict', 'though', 'week', 'everyth', 'sometim', 'delici', 'gf']","['come', 'get', 'addict', 'though', 'week', 'everyth', 'sometim', 'delici', 'gf']",anecdotes/miscellaneous
And I could do without the cigar smoke.,"['without', 'smoke', 'could', 'cigar']","['without', 'smoke', 'could', 'cigar']",ambience
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.","['could', 'sinc', 'best', 'end', 'one', 'din', 'tri', 'still', 'food', 'love', 'experi']","['could', 'sinc', 'best', 'end', 'one', 'din', 'tri', 'still', 'food', 'love', 'experi']",anecdotes/miscellaneous
I've waited over one hour for food.,"['food', 'hour', 'wait', 'one']","['food', 'hour', 'wait', 'one']",service
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","['santa', 'guest', 'chop', 'fish', 'chip', 'salad', 'enjoy', 'fe', 'pizza']","['santa', 'guest', 'chop', 'fish', 'chip', 'salad', 'enjoy', 'fe', 'pizza']",food
The ambience is very calm and quiet.,"['calm', 'ambienc', 'quiet']","['calm', 'ambienc', 'quiet']",ambience
"Both times I was extremely dissappointed by the service, which was boarderline rude.","['dissappoint', 'time', 'extrem', 'rude', 'servic', 'boarderlin']","['dissappoint', 'time', 'extrem', 'rude', 'servic', 'boarderlin']",service
Stay away from the latter since you won't go for seconds (hint hint).,"['sinc', 'away', 'stay', 'hint', 'latter', 'second', 'go']","['sinc', 'away', 'stay', 'hint', 'latter', 'second', 'go']",food
"not only does make the best pizza in NY , maybe anywhere.","['best', 'anywher', 'mayb', 'make', 'ny', 'pizza']","['best', 'anywher', 'mayb', 'make', 'ny', 'pizza']",food
The spicy Tuna roll is huge and probably the best that I've had at this price range.,"['spici', 'probabl', 'best', 'huge', 'rang', 'roll', 'price', 'tuna']","['spici', 'probabl', 'best', 'huge', 'rang', 'roll', 'price', 'tuna']",food
Price and quality of fish alone will keep us from making a return visit.,"['keep', 'qualiti', 'fish', 'alon', 'visit', 'make', 'us', 'return', 'price']","['keep', 'qualiti', 'fish', 'alon', 'visit', 'make', 'us', 'return', 'price']",food
Our waiter and all of the people helping him were attentive and genuine.,"['waiter', 'peopl', 'genuin', 'attent', 'help']","['waiter', 'peopl', 'genuin', 'attent', 'help']",service
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"['bistro', 'effici', 'atmospher', 'serv', 'bustl', 'dish', 'mean', 'simpl', 'place', 'wine']","['bistro', 'effici', 'atmospher', 'serv', 'bustl', 'dish', 'mean', 'simpl', 'place', 'wine']",food
This is one of the best comfort food places in the city.,"['best', 'place', 'one', 'comfort', 'citi', 'food']","['best', 'place', 'one', 'comfort', 'citi', 'food']",food
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.","['palett', 'whether', 'see', 'lunch', 'ingredi', 'dinner', 'improv', 'techniqu', 'overal', 'bold', 'flavour', 'enough', 'return', 'encourag']","['palett', 'whether', 'see', 'lunch', 'ingredi', 'dinner', 'improv', 'techniqu', 'overal', 'bold', 'flavour', 'enough', 'return', 'encourag']",food
I had a huge pastrami sandwich on a roll.,"['sandwich', 'pastrami', 'huge', 'roll']","['sandwich', 'pastrami', 'huge', 'roll']",food
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.","['like', 'matter', 'worth', 'enough', 'tight', 'bare', 'undoubtedli', 'though', 'quarter', 'spot', 'atomospher', 'cramp', 'forget', 'size', 'room', 'warm', 'fun', 'parti', 'tabl', 'seat', 'seem']","['like', 'matter', 'worth', 'enough', 'tight', 'bare', 'undoubtedli', 'though', 'quarter', 'spot', 'atomospher', 'cramp', 'forget', 'size', 'room', 'warm', 'fun', 'parti', 'tabl', 'seat', 'seem']",ambience
The fish was not fresh and the rice tasted old and stale.,"['fresh', 'fish', 'stale', 'old', 'rice', 'tast']","['fresh', 'fish', 'stale', 'old', 'rice', 'tast']",food
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.","['ridicul', 'small', 'consid', 'dish', 'special', 'lunch', 'price']","['ridicul', 'small', 'consid', 'dish', 'special', 'lunch', 'price']",price
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,"['opinion', 'fast', 'indian', 'food', 'pinnacl']","['opinion', 'fast', 'indian', 'food', 'pinnacl']",food
"Besides, when you have bad service, that's less money you have to tip.","['bad', 'money', 'less', 'tip', 'servic', 'besid']","['bad', 'money', 'less', 'tip', 'servic', 'besid']",service
We do not need to go to a four-star restaurant anymore.,"['star', 'restaur', 'need', 'anymor', 'four', 'go']","['star', 'restaur', 'need', 'anymor', 'four', 'go']",anecdotes/miscellaneous
The wine list is also really nice.,"['list', 'also', 'nice', 'realli', 'wine']","['list', 'also', 'nice', 'realli', 'wine']",food
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,"['certainli', 'restaur', 'thank', 'recommend', 'friend', 'other']","['certainli', 'restaur', 'thank', 'recommend', 'friend', 'other']",anecdotes/miscellaneous
I plan on stopping by next week as well.,"['stop', 'week', 'next', 'well', 'plan']","['stop', 'week', 'next', 'well', 'plan']",anecdotes/miscellaneous
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!","['come', 'sensual', 'beat', 'devin', 'servic', 'oyster', 'price']","['come', 'sensual', 'beat', 'devin', 'servic', 'oyster', 'price']",food
"Compared to Ess-a, Tal offers a less doughy bagel!","['doughi', 'compar', 'less', 'ess', 'tal', 'offer', 'bagel']","['doughi', 'compar', 'less', 'ess', 'tal', 'offer', 'bagel']",food
Ballato's is consistently delicious authentic italian food.,"['food', 'ballato', 'consist', 'delici', 'authent', 'italian']","['food', 'ballato', 'consist', 'delici', 'authent', 'italian']",food
"The service was attentive, yet discreet.","['discreet', 'servic', 'yet', 'attent']","['discreet', 'servic', 'yet', 'attent']",service
